name,zone,difficulty,active_time,weight,meat_stars,drops,recipes,image_url,image_filename,wiki_url,caught,breeding_pair,is_dlc,is_event_locked,best_capture_method
White Seahorse,Blue Hole Depths (130-250m)[],6,Day,0.5kg,5,,Fried Seahorses; Seahorse Salad; Seahorse Skewers; Seahorse Udon,https://static.wikia.nocookie.net/dave-the-diver/images/6/68/Seahorse_06_Thumbnail.png/revision/latest/scale-to-width-down/24?cb=20230728052729,White_Seahorse.png,https://dave-the-diver.fandom.com/wiki/White_Seahorse,False,False,False,False,Bug Net (3-star)
Barreleye,Glacier Passage[],7,Day,3kg,3,,Barreleye Sushi; Deep Fish Tempura,https://static.wikia.nocookie.net/dave-the-diver/images/e/ef/Barreleye_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040553,Barreleye.png,https://dave-the-diver.fandom.com/wiki/Barreleye,False,False,True,False,Harpoon (2-star)
Blobfish,Glacier Passage[],7,Day,7.5kg,5,,Blobfish Sushi; Blobfish Spring Roll,https://static.wikia.nocookie.net/dave-the-diver/images/e/eb/Blobfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040608,Blobfish.png,https://dave-the-diver.fandom.com/wiki/Blobfish,False,False,True,False,Harpoon (2-star)
Dumbo Octopus,Glacier Passage[],7,Day,4kg,3,,Dumbo Octopus Sushi; Dumbo Takoyaki,https://static.wikia.nocookie.net/dave-the-diver/images/4/42/Dumbo_Octopus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050109,Dumbo_Octopus.png,https://dave-the-diver.fandom.com/wiki/Dumbo_Octopus,False,False,True,False,Harpoon (2-star)
Peacock Squid,Glacier Passage[],7,Day,3.5kg,3,,Peacock Squid Sushi; Peacock Squid Ripieni; Three-Colored Squid Roast,https://static.wikia.nocookie.net/dave-the-diver/images/f/fc/Peacock_Squid_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050832,Peacock_Squid.png,https://dave-the-diver.fandom.com/wiki/Peacock_Squid,False,False,True,False,Harpoon (2-star)
Pelican Eel,Glacier Passage[],9,Day,8kg,5,Pelican Eel Skin,Pelican Eel Sushi; Pelican Eel Jelly,https://static.wikia.nocookie.net/dave-the-diver/images/5/5c/Pelican_Eel_Thumbnail.png/revision/latest/scale-to-width-down/46?cb=20230728052355,Pelican_Eel.png,https://dave-the-diver.fandom.com/wiki/Pelican_Eel,False,False,True,False,Tranquilizer/Net (3-star)
Vampire Squid,Glacier Passage[],8,Day,6kg,5,Vampire Squid Tentacle,Deep Fish Tempura; Three-Colored Squid Roast; Vampire Squid Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/c/c9/Vampire_Squid_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728045647,Vampire_Squid.png,https://dave-the-diver.fandom.com/wiki/Vampire_Squid,False,False,True,False,Tranquilizer/Net (3-star)
Alaska Pollock,Glacier Zone[],8,Day,7kg,5,,Alaska Pollock Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/9/90/Alaska_Pollock_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040529,Alaska_Pollock.png,https://dave-the-diver.fandom.com/wiki/Alaska_Pollock,False,False,True,False,Tranquilizer/Net (3-star)
Antarctic Octopus,Glacier Zone[],9,Day,7.5kg,5,Antarctic Octopus Venom Sack,Antarctic Octopus Sushi; Antarctic Octopus Carpaccio; Grilled Antarctic Octopus & Truffle,https://static.wikia.nocookie.net/dave-the-diver/images/d/de/Antarctic_Octopus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040536,Antarctic_Octopus.png,https://dave-the-diver.fandom.com/wiki/Antarctic_Octopus,False,False,True,False,Tranquilizer/Net (3-star)
Arctic Cod,Glacier Zone[],8,Day,5kg,3,,Arctic Cod Sushi; Arctic Cod Risotto,https://static.wikia.nocookie.net/dave-the-diver/images/3/30/Arctic_Cod_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040542,Arctic_Cod.png,https://dave-the-diver.fandom.com/wiki/Arctic_Cod,False,False,True,False,Tranquilizer/Net (3-star)
Arctic Telescope Fish,Glacier Zone[],8,Day,3kg,3,,Arctic Telescope Fish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/1/14/Arctic_TelescopeFish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040544,Arctic_Telescope_Fish.png,https://dave-the-diver.fandom.com/wiki/Arctic_Telescope_Fish,False,False,True,False,Tranquilizer/Net (3-star)
Capelin,Glacier Zone[],8,Day,0.5kg,3,,Capelin Sushi; Roasted Capelin,https://static.wikia.nocookie.net/dave-the-diver/images/4/48/Capelin_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040619,Capelin.png,https://dave-the-diver.fandom.com/wiki/Capelin,False,False,True,False,Tranquilizer/Net (3-star)
Gelatinous Snailfish,Glacier Zone[],8,Day,2kg,3,,Gelatinous Snailfish Sushi; Fried Tomato and Snailfish,https://static.wikia.nocookie.net/dave-the-diver/images/f/f8/Gelatinous_Snailfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050235,Gelatinous_Snailfish.png,https://dave-the-diver.fandom.com/wiki/Gelatinous_Snailfish,False,False,True,False,Tranquilizer/Net (3-star)
Golden King Crab,Glacier Zone[],8,Day,8kg,5,,Golden King Crab Sushi; Soy Sauce Marinated Crab,https://static.wikia.nocookie.net/dave-the-diver/images/e/ef/Golden_King_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20231226232621,Golden_King_Crab.png,https://dave-the-diver.fandom.com/wiki/Golden_King_Crab,False,False,True,False,Tranquilizer/Net (3-star)
Greenland Shark,Glacier Zone[],9,Day,20kg,9,Greenland Shark Meat; Greenland Shark Spine,Greenland Shark Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/6/6d/Greenland_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050511,Greenland_Shark.png,https://dave-the-diver.fandom.com/wiki/Greenland_Shark,False,False,True,False,Tranquilizer/Net (3-star)
Haddock,Glacier Zone[],8,Day,6kg,5,,Haddock Sushi; Haddock Acqua Pazza,https://static.wikia.nocookie.net/dave-the-diver/images/7/7e/Haddock_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050513,Haddock.png,https://dave-the-diver.fandom.com/wiki/Haddock,False,False,True,False,Tranquilizer/Net (3-star)
Horsehair Crab,Glacier Zone[],9,Day,1.5kg,3,,Horsehair Crab Sushi; Soy Sauce Marinated Crab,https://static.wikia.nocookie.net/dave-the-diver/images/d/d2/Horsehair_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612161653,Horsehair_Crab.png,https://dave-the-diver.fandom.com/wiki/Horsehair_Crab,False,False,True,False,Tranquilizer/Net (3-star)
Ice Fish,Glacier Zone[],8,Day,5.5kg,3,,Ice Fish Sushi; Ice Fish Curry,https://static.wikia.nocookie.net/dave-the-diver/images/1/1f/Ice_Fish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050520,Ice_Fish.png,https://dave-the-diver.fandom.com/wiki/Ice_Fish,False,False,True,False,Tranquilizer/Net (3-star)
Leafy Seadragon,Glacier Zone[],8,Day,0.5kg,5,,Seadragon Onigiri,https://static.wikia.nocookie.net/dave-the-diver/images/4/42/Seahorse_22_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052753,Leafy_Seadragon.png,https://dave-the-diver.fandom.com/wiki/Leafy_Seadragon,False,False,True,False,Tranquilizer/Net (3-star)
Lumpfish,Glacier Zone[],8,Day,5kg,,,Lumpfish sushi,https://static.wikia.nocookie.net/dave-the-diver/images/9/9d/LumpFish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050800,Lumpfish.png,https://dave-the-diver.fandom.com/wiki/Lumpfish,False,False,True,False,Tranquilizer/Net (3-star)
Narwhal,Glacier Zone[],9,Day,9.5kg,9,Narwhal Meat; Narwhal Tusk,Narwhal Sushi; Narwhal Miso Soup,https://static.wikia.nocookie.net/dave-the-diver/images/a/a2/Narwhals_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050826,Narwhal.png,https://dave-the-diver.fandom.com/wiki/Narwhal,False,False,True,False,Tranquilizer/Net (3-star)
Phantom Jellyfish,Glacier Zone[],99,Day,1kg,1,Phantom Jellyfish Poison Sack; Phantom Jellyfish Meat,Phantom Jellyfish Jelly,https://static.wikia.nocookie.net/dave-the-diver/images/7/7a/Boss_Phantom_Jellyfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052535,Phantom_Jellyfish.png,https://dave-the-diver.fandom.com/wiki/Phantom_Jellyfish,False,False,True,False,Tranquilizer/Net (3-star)
Polar Eelpout,Glacier Zone[],8,Day,3kg,3,,Polar Eelpout Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/b/b6/Polar_Eelpout_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051200,Polar_Eelpout.png,https://dave-the-diver.fandom.com/wiki/Polar_Eelpout,False,False,True,False,Tranquilizer/Net (3-star)
Porbeagle Shark,Glacier Zone[],9,Day,13.5kg,9,Porbeagle Shark Meat; Porbeagle Shark Tooth,Boiled Porbeagle Shark; Porbeagle Shark Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/9/90/Porbeagle_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051201,Porbeagle_Shark.png,https://dave-the-diver.fandom.com/wiki/Porbeagle_Shark,False,False,True,False,Tranquilizer/Net (3-star)
Snow Crab,Glacier Zone[],8,Day,2kg,3,,Snow Crab Sushi; Soy Sauce Marinated Crab,https://static.wikia.nocookie.net/dave-the-diver/images/a/a9/Snow_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20231227231941,Snow_Crab.png,https://dave-the-diver.fandom.com/wiki/Snow_Crab,False,False,True,False,Tranquilizer/Net (3-star)
Snub-nosed Spiny Eel,Glacier Zone[],9,Day,6.5kg,5,,Grilled Eel with Habanero; Rainbow Cap Eel Skewers; Snub-nosed Spiny Eel Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/e/ea/SnubNosedSpiny_Eel_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051521,Snub_nosed_Spiny_Eel.png,https://dave-the-diver.fandom.com/wiki/Snub-nosed_Spiny_Eel,False,False,True,False,Tranquilizer/Net (3-star)
Starry Skate,Glacier Zone[],9,Day,5.5kg,9,,Starry Skate Sushi; Dried Stingray,https://static.wikia.nocookie.net/dave-the-diver/images/b/b4/Antarctic_Starry_Skate_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230727051431,Starry_Skate.png,https://dave-the-diver.fandom.com/wiki/Starry_Skate,False,False,True,False,Tranquilizer/Net (3-star)
Weedy Seadragon,Glacier Zone[],8,Day,0.5kg,5,,Seadragon Onigiri,https://static.wikia.nocookie.net/dave-the-diver/images/5/5d/Seahorse_21_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052750,Weedy_Seadragon.png,https://dave-the-diver.fandom.com/wiki/Weedy_Seadragon,False,False,True,False,Tranquilizer/Net (3-star)
Allenypterus,Hydrothermal Vents[],9,Day,4kg,,,Allenypterus Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/f/ff/Allenypterus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040530,Allenypterus.png,https://dave-the-diver.fandom.com/wiki/Allenypterus,False,False,True,False,Tranquilizer/Net (3-star)
Anomalocaris,Hydrothermal Vents[],9,Day,4.0kg,3,,Young Anomalocaris Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/c/cf/Baby_Anomalocaris_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040548,Anomalocaris.png,https://dave-the-diver.fandom.com/wiki/Anomalocaris,False,False,True,False,Tranquilizer/Net (3-star)
Dollocaris Ingens,Hydrothermal Vents[],8,Day,1.5kg,,,Dollocaris Ingens Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/a/a6/Dollocaris_Ingens_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612162241,Dollocaris_Ingens.png,https://dave-the-diver.fandom.com/wiki/Dollocaris_Ingens,False,False,True,False,Tranquilizer/Net (3-star)
Drepanaspis,Hydrothermal Vents[],9,Day,8.5kg,9,Drepanaspis Head Plate,Drepanaspis Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/5/5a/Drepanaspis_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728040639,Drepanaspis.png,https://dave-the-diver.fandom.com/wiki/Drepanaspis,False,False,True,False,Tranquilizer/Net (3-star)
Dunkleosteus,Hydrothermal Vents[],9,Day,19.5kg,9,Dunkleosteus Meat; Dunkleosteus Thoracic Shield,Dunkleosteus Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/c/c8/Dunkleosteus_Thumbnail.png/revision/latest/scale-to-width-down/46?cb=20230728050109,Dunkleosteus.png,https://dave-the-diver.fandom.com/wiki/Dunkleosteus,False,False,True,False,Tranquilizer/Net (3-star)
Falcatus,Hydrothermal Vents[],9,Day,6kg,3,,Falcatus Sushi; Falcatus Soybean Paste Soup,https://static.wikia.nocookie.net/dave-the-diver/images/6/64/Falcatus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050117,Falcatus.png,https://dave-the-diver.fandom.com/wiki/Falcatus,False,False,True,False,Tranquilizer/Net (3-star)
Helicoprion,Hydrothermal Vents[],99,Day,1kg,1,Helicoprion Tail; Helicoprion Sawblade,Roasted Helicoprion Tail,https://static.wikia.nocookie.net/dave-the-diver/images/f/fa/Boss_Helicoprion_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052533,Helicoprion.png,https://dave-the-diver.fandom.com/wiki/Helicoprion,False,False,True,False,Tranquilizer/Net (3-star)
Kronosaurus,Hydrothermal Vents[],99,Day,1kg,1,Kronosaurus Tongue; Kronosaurus Thyroid Gland,Steamed Kronosaurus Tongue,https://static.wikia.nocookie.net/dave-the-diver/images/5/57/Boss_Kronosaurus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052533,Kronosaurus.png,https://dave-the-diver.fandom.com/wiki/Kronosaurus,False,False,True,False,Tranquilizer/Net (3-star)
Megalograptus,Hydrothermal Vents[],9,Day,8kg,,,Megalograptus Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/f/fb/Megalograptus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728050820,Megalograptus.png,https://dave-the-diver.fandom.com/wiki/Megalograptus,False,False,True,False,Tranquilizer/Net (3-star)
Pikaia,Hydrothermal Vents[],9,Day,4.5kg,,,Pikaia Sushi; Pikaia Ramen,https://static.wikia.nocookie.net/dave-the-diver/images/8/83/Pikaia_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051159,Pikaia.png,https://dave-the-diver.fandom.com/wiki/Pikaia,False,False,True,False,Tranquilizer/Net (3-star)
Qingmendous,Hydrothermal Vents[],9,Day,6kg,,,Qingmendous Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/d/de/Qingmendous_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728051204,Qingmendous.png,https://dave-the-diver.fandom.com/wiki/Qingmendous,False,False,True,False,Tranquilizer/Net (3-star)
Ruby Seadragon,Hydrothermal Vents[],9,Day,0.5kg,5,,Seadragon Onigiri,https://static.wikia.nocookie.net/dave-the-diver/images/b/b9/Seahorse_23_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052754,Ruby_Seadragon.png,https://dave-the-diver.fandom.com/wiki/Ruby_Seadragon,False,False,True,False,Tranquilizer/Net (3-star)
Tokummia Katalepsis,Hydrothermal Vents[],9,Day,2kg,3,,Tokummia Katalepsis Sushi; Lobster Platter,https://static.wikia.nocookie.net/dave-the-diver/images/d/db/Tokummia_Katalepsis_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240612163925,Tokummia_Katalepsis.png,https://dave-the-diver.fandom.com/wiki/Tokummia_Katalepsis,False,False,True,False,Tranquilizer/Net (3-star)
Waptia Fieldensis,Hydrothermal Vents[],9,Day,0.4kg,,,Seasoned Waptia Fieldensis; Waptia Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/3/3f/Waptia_fieldensis_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728045649,Waptia_Fieldensis.png,https://dave-the-diver.fandom.com/wiki/Waptia_Fieldensis,False,False,True,False,Tranquilizer/Net (3-star)
Xenacanthus,Hydrothermal Vents[],9,Day,5.5kg,9,Xenacanthus Meat,Xenacanthus Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/d/de/Xenacanthus_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728045553,Xenacanthus.png,https://dave-the-diver.fandom.com/wiki/Xenacanthus,False,False,True,False,Tranquilizer/Net (3-star)
Yawie,Hydrothermal Vents[],99,Day,,1,Yawie's Inner Flesh,Yawie Steamed Meat,https://static.wikia.nocookie.net/dave-the-diver/images/4/40/Boss_Anomalocaris_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20230728052525,Yawie.png,https://dave-the-diver.fandom.com/wiki/Yawie,False,False,True,False,Tranquilizer/Net (3-star)
Aurora Jellyfish,Aberrations[],5,Jellyfish Basin,5kg,,,Aurora Jellyfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/f/fa/Aurora_Jellyfish_Thumbnail.png/revision/latest/scale-to-width-down/37?cb=20240614145940,Aurora_Jellyfish.png,https://dave-the-diver.fandom.com/wiki/Aurora_Jellyfish,False,False,True,False,Harpoon (2-star)
Barbed Eel,Aberrations[],7,Fog Coast,6kg,,,Barbed Eel Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/b/bb/Barbed_Eel_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240614145951,Barbed_Eel.png,https://dave-the-diver.fandom.com/wiki/Barbed_Eel,False,False,True,False,Harpoon (2-star)
Bloodskin Shark,Aberrations[],9,Fog Coast,11.5kg,,Bloodskin Shark Tendon,Bloodskin Shark Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/88/Bloodskin_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240614151854,Bloodskin_Shark.png,https://dave-the-diver.fandom.com/wiki/Bloodskin_Shark,False,False,True,False,Tranquilizer/Net (3-star)
Bony Wreckfish,Aberrations[],7,Black Cliff,8kg,,,Bony Wreckfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/f/f4/Bony_Wreckfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240614151900,Bony_Wreckfish.png,https://dave-the-diver.fandom.com/wiki/Bony_Wreckfish,False,False,True,False,Harpoon (2-star)
Bursting Anglerfish,Aberrations[],7,Jellyfish Basin,6kg,,,Bursting Anglerfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/2/2d/Bursting_Anglerfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240614151907,Bursting_Anglerfish.png,https://dave-the-diver.fandom.com/wiki/Bursting_Anglerfish,False,False,True,False,Harpoon (2-star)
Cerebral Crab,Aberrations[],7,Fog Coast,2kg,,,Cerebral Crab Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/4/4b/Cerebral_Crab_Thumbnail.png/revision/latest?cb=20240619150531,Cerebral_Crab.png,https://dave-the-diver.fandom.com/wiki/Cerebral_Crab,False,False,True,False,Harpoon (2-star)
Concertina Barracuda,Aberrations[],8,Jellyfish Basin,6.5kg,,,Concertina Barracuda Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/4/47/Concertina_Barracuda_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619150635,Concertina_Barracuda.png,https://dave-the-diver.fandom.com/wiki/Concertina_Barracuda,False,False,True,False,Tranquilizer/Net (3-star)
Cortex Decorator,Aberrations[],7,Black Cliff,2.5kg,,,Cortex Decorator Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/f/fb/Cortex_Decorator_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619150719,Cortex_Decorator.png,https://dave-the-diver.fandom.com/wiki/Cortex_Decorator,False,False,True,False,Harpoon (2-star)
Entangled Crab,Aberrations[],8,Jellyfish Basin,2.5kg,,,Entangled Crab Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/4/42/Entangled_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619150756,Entangled_Crab.png,https://dave-the-diver.fandom.com/wiki/Entangled_Crab,False,False,True,False,Tranquilizer/Net (3-star)
Enthralled Stonefish,Aberrations[],6,Black Cliff,8kg,,,Enthralled Stonefish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/2/28/Enthralled_Stonefish_Thumbnail.png/revision/latest?cb=20240619150828,Enthralled_Stonefish.png,https://dave-the-diver.fandom.com/wiki/Enthralled_Stonefish,False,False,True,False,Harpoon (2-star)
Fanged Cod,Aberrations[],5,Fog Coast,3.5kg,,,Fanged Cod Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/4/43/Fanged_Cod_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619150850,Fanged_Cod.png,https://dave-the-diver.fandom.com/wiki/Fanged_Cod,False,False,True,False,Harpoon (2-star)
Gazing Shark,Aberrations[],9,Jellyfish Basin,11kg,,Gazing Shark Eyeball,Gazing Shark Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/8e/Gazing_Shark_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151757,Gazing_Shark.png,https://dave-the-diver.fandom.com/wiki/Gazing_Shark,False,False,True,False,Tranquilizer/Net (3-star)
Gelatinous Stonefish,Aberrations[],5,Black Cliff,7.5kg,,,Gelatinous Stonefish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/7/79/Gelatinous_Stonefish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151804,Gelatinous_Stonefish.png,https://dave-the-diver.fandom.com/wiki/Gelatinous_Stonefish,False,False,True,False,Harpoon (2-star)
Gnashing Perch,Aberrations[],6,Black Cliff,4.5kg,,,Gnashing Perch Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/3/3f/Gnashing_Perch_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151811,Gnashing_Perch.png,https://dave-the-diver.fandom.com/wiki/Gnashing_Perch,False,False,True,False,Harpoon (2-star)
Grotesque Mackerel,Aberrations[],5,Fog Coast,3kg,,,Grotesque Mackerel Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/a/a3/Grotesque_Mackerel_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151817,Grotesque_Mackerel.png,https://dave-the-diver.fandom.com/wiki/Grotesque_Mackerel,False,False,True,False,Harpoon (2-star)
Host Eel,Aberrations[],8,Fog Coast,5.5kg,,,Host Eel Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/2/21/Host_Eel_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151823,Host_Eel.png,https://dave-the-diver.fandom.com/wiki/Host_Eel,False,False,True,False,Tranquilizer/Net (3-star)
Imperious Lobster,Aberrations[],9,Jellyfish Basin,3kg,,,Imperious Lobster Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/7/7e/Imperious_Lobster_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151829,Imperious_Lobster.png,https://dave-the-diver.fandom.com/wiki/Imperious_Lobster,False,False,True,False,Tranquilizer/Net (3-star)
Malignant Pincer,Aberrations[],8,Fog Coast,2.5kg,,,Malignant Pincer Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/e/e7/Malignant_Pincer_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151838,Malignant_Pincer.png,https://dave-the-diver.fandom.com/wiki/Malignant_Pincer,False,False,True,False,Tranquilizer/Net (3-star)
Many Eyed Mackerel,Aberrations[],6,Fog Coast,2.5kg,,,Many Eyed Mackerel Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/e/ee/Many_Eyed_Mackerel_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619151844,Many_Eyed_Mackerel.png,https://dave-the-diver.fandom.com/wiki/Many_Eyed_Mackerel,False,False,True,False,Harpoon (2-star)
Parhelion Jellyfish,Aberrations[],5,Jellyfish Basin,5kg,,,Parhelion Jellyfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/4/4b/Parhelion_Jellyfish_Thumbnail.png/revision/latest/scale-to-width-down/44?cb=20240619152505,Parhelion_Jellyfish.png,https://dave-the-diver.fandom.com/wiki/Parhelion_Jellyfish,False,False,True,False,Harpoon (2-star)
Perished Loosejaw,Aberrations[],6,Jellyfish Basin,3kg,,,Perished Loosejaw Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/e/e6/Perished_Loosejaw_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619152512,Perished_Loosejaw.png,https://dave-the-diver.fandom.com/wiki/Perished_Loosejaw,False,False,True,False,Harpoon (2-star)
Radiant Squid,Aberrations[],5,Jellyfish Basin,4.5kg,,,Radiant Squid Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/7/77/Radiant_Squid_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619152519,Radiant_Squid.png,https://dave-the-diver.fandom.com/wiki/Radiant_Squid,False,False,True,False,Harpoon (2-star)
Sallow Sailfish,Aberrations[],9,Fog Coast,9.5kg,,,Sallow Sailfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/5/57/Sallow_Sailfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619152526,Sallow_Sailfish.png,https://dave-the-diver.fandom.com/wiki/Sallow_Sailfish,False,False,True,False,Tranquilizer/Net (3-star)
Savage Barracuda,Aberrations[],7,Jellyfish Basin,7kg,,,Savage Barracuda Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/d/d3/Savage_Barracuda_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619152532,Savage_Barracuda.png,https://dave-the-diver.fandom.com/wiki/Savage_Barracuda,False,False,True,False,Harpoon (2-star)
Scouring Bass,Aberrations[],5,Black Cliff,3.5kg,,,Scouring Bass Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/e/e6/Scouring_Bass_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619153137,Scouring_Bass.png,https://dave-the-diver.fandom.com/wiki/Scouring_Bass,False,False,True,False,Harpoon (2-star)
Seizing Snailfish,Aberrations[],6,Jellyfish Basin,5kg,,,Seizing Snailfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/2/2e/Seizing_Snailfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619153143,Seizing_Snailfish.png,https://dave-the-diver.fandom.com/wiki/Seizing_Snailfish,False,False,True,False,Harpoon (2-star)
Shattered Wreckfish,Aberrations[],6,Black Cliff,6.5kg,,,Shattered Wreckfish Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/8/8d/Shattered_Wreckfish_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619153150,Shattered_Wreckfish.png,https://dave-the-diver.fandom.com/wiki/Shattered_Wreckfish,False,False,True,False,Harpoon (2-star)
Splintered Crab,Aberrations[],8,Black Cliff,3.5kg,,,Splintered Crab Sushi,https://static.wikia.nocookie.net/dave-the-diver/images/6/6e/Splintered_Crab_Thumbnail.png/revision/latest/scale-to-width-down/48?cb=20240619153155,Splintered_Crab.png,https://dave-the-diver.fandom.com/wiki/Splintered_Crab,False,False,True,False,Tranquilizer/Net (3-star)
